X Coodinate [mm],Z Coodinate [mm],Height [nm]
-1.08847222,-0.216666667,-25.7011087
-1.08847222,-0.26,-25.671402
-1.01590741,-0.043333333,-25.9107044
-1.01590741,-0.086666667,-25.8956569
-1.01590741,-0.13,-25.872589
-1.01590741,-0.173333333,-25.8437347
-1.01590741,-0.216666667,-25.8111502
-1.01590741,-0.26,-25.776351
-0.943342593,-0.043333333,-26.0415967
-0.943342593,-0.086666667,-26.0236355
-0.943342593,-0.13,-25.9962224
-0.943342593,-0.173333333,-25.9621474
-0.943342593,-0.216666667,-25.9239619
-0.943342593,-0.26,-25.8835263
-0.870777778,-0.043333333,-26.1764812
-0.870777778,-0.086666667,-26.1552532
-0.870777778,-0.13,-26.1229875
-0.870777778,-0.173333333,-26.0831138
-0.870777778,-0.216666667,-26.0387477
-0.870777778,-0.26,-25.9921362
-0.798212963,-0.043333333,-26.3142251
-0.798212963,-0.086666667,-26.2893866
-0.798212963,-0.13,-26.2517793
-0.798212963,-0.173333333,-26.2055561
-0.798212963,-0.216666667,-26.1544651
-0.798212963,-0.26,-26.1011802
-0.725648148,-0.043333333,-26.4532944
-0.725648148,-0.086666667,-26.4245373
-0.725648148,-0.13,-26.3811536
-0.725648148,-0.173333333,-26.3280988
-0.725648148,-0.216666667,-26.2698158
-0.725648148,-0.26,-26.2094404
-0.653083333,-0.043333333,-26.5917573
-0.653083333,-0.086666667,-26.5588311
-0.653083333,-0.13,-26.5093302
-0.653083333,-0.173333333,-26.4490737
-0.653083333,-0.216666667,-26.3832522
-0.653083333,-0.26,-26.3154901
-0.580518519,-0.043333333,-26.7271321
-0.580518519,-0.086666667,-26.6900097
-0.580518519,-0.13,-26.6342091
-0.580518519,-0.173333333,-26.5665434
-0.580518519,-0.216666667,-26.493002
-0.580518519,-0.26,-26.4177181
-0.507953704,-0.043333333,-26.8567365
-0.507953704,-0.086666667,-26.8153756
-0.507953704,-0.13,-26.7534046
-0.507953704,-0.173333333,-26.6783451
-0.507953704,-0.216666667,-26.5971121
-0.507953704,-0.26,-26.5143695
-0.435388889,-0.043333333,-26.9777138
-0.435388889,-0.086666667,-26.9322481
-0.435388889,-0.13,-26.864258
-0.435388889,-0.173333333,-26.7821624
-0.435388889,-0.216666667,-26.6935141
-0.435388889,-0.26,-26.6036037
-0.362824074,-0.043333333,-27.0871198
-0.362824074,-0.086666667,-27.037804
-0.362824074,-0.13,-26.9642054
-0.362824074,-0.173333333,-26.8755983
-0.362824074,-0.216666667,-26.7801096
-0.362824074,-0.26,-26.6835661
-0.290259259,-0.043333333,-27.1819779
-0.290259259,-0.086666667,-27.1293109
-0.290259259,-0.13,-27.0507351
-0.290259259,-0.173333333,-26.9563352
-0.290259259,-0.216666667,-26.8548585
-0.290259259,-0.26,-26.7524752
-0.217694444,-0.043333333,-27.2595682
-0.217694444,-0.086666667,-27.2042168
-0.217694444,-0.13,-27.1215212
-0.217694444,-0.173333333,-27.0223166
-0.217694444,-0.216666667,-26.9159159
-0.217694444,-0.26,-26.80871
-0.14512963,-0.043333333,-27.317729
-0.14512963,-0.086666667,-27.2603206
-0.14512963,-0.13,-27.1745884
-0.14512963,-0.173333333,-27.0717823
-0.14512963,-0.216666667,-26.961694
-0.14512963,-0.26,-26.8509006
-0.072564815,-0.043333333,-27.3547061
-0.072564815,-0.086666667,-27.2960038
-0.072564815,-0.13,-27.2084252
-0.072564815,-0.173333333,-27.1033849
-0.072564815,-0.216666667,-26.9910122
-0.072564815,-0.26,-26.8780052
