X Coodinate [mm],Z Coodinate [mm],Height [nm]
-0.943342593,-0.173333333,-3.85993397
-0.943342593,-0.216666667,-3.85466819
-0.943342593,-0.26,-3.84907588
-0.870777778,-0.043333333,-3.88941892
-0.870777778,-0.086666667,-3.8865361
-0.870777778,-0.13,-3.88214152
-0.870777778,-0.173333333,-3.87669117
-0.870777778,-0.216666667,-3.87060408
-0.870777778,-0.26,-3.86418631
-0.798212963,-0.043333333,-3.90829224
-0.798212963,-0.086666667,-3.90494475
-0.798212963,-0.13,-3.89985815
-0.798212963,-0.173333333,-3.89357886
-0.798212963,-0.216666667,-3.8866069
-0.798212963,-0.26,-3.87930472
-0.725648148,-0.043333333,-3.92723182
-0.725648148,-0.086666667,-3.9233876
-0.725648148,-0.13,-3.91756295
-0.725648148,-0.173333333,-3.91040254
-0.725648148,-0.216666667,-3.9024941
-0.725648148,-0.26,-3.89426062
-0.653083333,-0.043333333,-3.94596819
-0.653083333,-0.086666667,-3.94160435
-0.653083333,-0.13,-3.9350092
-0.653083333,-0.173333333,-3.9269317
-0.653083333,-0.216666667,-3.9180523
-0.653083333,-0.26,-3.90885756
-0.580518519,-0.043333333,-3.96418874
-0.580518519,-0.086666667,-3.95929444
-0.580518519,-0.13,-3.95191413
-0.580518519,-0.173333333,-3.94290454
-0.580518519,-0.216666667,-3.93304167
-0.580518519,-0.26,-3.92287719
-0.507953704,-0.043333333,-3.98154684
-0.507953704,-0.086666667,-3.97612579
-0.507953704,-0.13,-3.96796704
-0.507953704,-0.173333333,-3.95803548
-0.507953704,-0.216666667,-3.94720273
-0.507953704,-0.26,-3.93608525
-0.435388889,-0.043333333,-3.99767441
-0.435388889,-0.086666667,-3.99174679
-0.435388889,-0.13,-3.98284043
-0.435388889,-0.173333333,-3.97202522
-0.435388889,-0.216666667,-3.96026529
-0.435388889,-0.26,-3.94823956
-0.362824074,-0.043333333,-4.01219762
-0.362824074,-0.086666667,-4.00580116
-0.362824074,-0.13,-3.99620369
-0.362824074,-0.173333333,-3.98457297
-0.362824074,-0.216666667,-3.97195928
-0.362824074,-0.26,-3.95909936
-0.290259259,-0.043333333,-4.02475491
-0.290259259,-0.086666667,-4.01794495
-0.290259259,-0.13,-4.00773853
-0.290259259,-0.173333333,-3.9953903
-0.290259259,-0.216666667,-3.98202677
-0.290259259,-0.26,-3.9684358
-0.217694444,-0.043333333,-4.03501603
-0.217694444,-0.086666667,-4.02786448
-0.217694444,-0.13,-4.01715539
-0.217694444,-0.173333333,-4.00421552
-0.217694444,-0.216666667,-3.99023462
-0.217694444,-0.26,-3.97604274
-0.14512963,-0.043333333,-4.04270068
-0.14512963,-0.086666667,-4.0352938
-0.14512963,-0.13,-4.0242092
-0.14512963,-0.173333333,-4.01082774
-0.14512963,-0.216666667,-3.99638652
-0.14512963,-0.26,-3.98174716
-0.072564815,-0.043333333,-4.04759516
-0.072564815,-0.086666667,-4.04003036
-0.072564815,-0.13,-4.02871358
-0.072564815,-0.173333333,-4.01505923
-0.072564815,-0.216666667,-4.00033374
-0.072564815,-0.26,-3.98541825
