X Coodinate [mm],Z Coodinate [mm],Height [nm]
0.311062,-0.0433333,-13.870905
0.311062,-0.0866667,-13.841358
0.311062,-0.13,-13.7973371
0.311062,-0.173333,-13.7444951
0.311062,-0.216667,-13.6878218
0.311062,-0.26,-13.6307351
0.3555,-0.0433333,-13.8170843
0.3555,-0.0866667,-13.7902114
0.3555,-0.13,-13.750056
0.3555,-0.173333,-13.7016531
0.3555,-0.216667,-13.6494756
0.3555,-0.26,-13.5966211
0.399937,-0.0433333,-13.7604529
0.399937,-0.0866667,-13.7362749
0.399937,-0.13,-13.7000271
0.399937,-0.173333,-13.65613
0.399937,-0.216667,-13.6085388
0.399937,-0.26,-13.5600249
0.444375,-0.0433333,-13.7021135
0.444375,-0.0866667,-13.680581
0.444375,-0.13,-13.6481816
0.444375,-0.173333,-13.6087422
0.444375,-0.216667,-13.5657127
0.444375,-0.26,-13.5215425
0.488812,-0.0433333,-13.643056
0.488812,-0.0866667,-13.624062
0.488812,-0.13,-13.5953683
0.488812,-0.173333,-13.5602421
0.488812,-0.216667,-13.5216527
0.488812,-0.26,-13.4817377
0.53325,-0.0433333,-13.5841318
0.53325,-0.0866667,-13.5675261
0.53325,-0.13,-13.5423314
0.53325,-0.173333,-13.5112989
0.53325,-0.216667,-13.4769503
0.53325,-0.26,-13.4411283
0.577687,-0.0433333,-13.5260396
0.577687,-0.0866667,-13.5116427
0.577687,-0.13,-13.4896967
0.577687,-0.173333,-13.4624859
0.577687,-0.216667,-13.4321228
0.577687,-0.26,-13.4001755
0.622125,-0.0433333,-13.469321
0.622125,-0.0866667,-13.4569386
0.622125,-0.13,-13.4379673
0.622125,-0.173333,-13.4142753
0.622125,-0.216667,-13.387607
0.622125,-0.26,-13.3592791
0.666562,-0.0433333,-13.4143653
0.666562,-0.0866667,-13.4038014
0.666562,-0.13,-13.3875259
0.666562,-0.173333,-13.3670401
0.666562,-0.216667,-13.3437607
0.666562,-0.26,-13.3187766
0.711,-0.0433333,-13.3614135
0.711,-0.0866667,-13.3524849
0.711,-0.13,-13.3386407
0.711,-0.173333,-13.3210593
0.711,-0.216667,-13.3008666
0.711,-0.26,-13.2789465
0.755437,-0.0433333,-13.3105892
0.755437,-0.0866667,-13.3031368
0.755437,-0.13,-13.2914899
0.755437,-0.173333,-13.2765379
0.755437,-0.216667,-13.259147
0.755437,-0.26,-13.2400179
0.799875,-0.0433333,-13.2618336
0.799875,-0.0866667,-13.2557547
0.799875,-0.13,-13.2461395
0.799875,-0.173333,-13.233601
0.799875,-0.216667,-13.2187659
0.799875,-0.26,-13.2021803
-0.0444375,0,-14.082719
-0.088875,0,-14.0670957
-0.133313,0,-14.0422207
-0.17775,0,-14.0088236
-0.222188,0,-13.967855
-0.266625,0,-13.9204268
-0.311063,0,-13.8677463
-0.3555,0,-13.811051
-0.399938,0,-13.7515489
-0.444375,0,-13.6903685
-0.488813,0,-13.6285206
-0.53325,0,-13.5668722
-0.577688,0,-13.5061325
-0.622125,0,-13.4468484
-0.666563,0,-13.3894097
-0.711,0,-13.3340528
-0.755438,0,-13.2808921
-0.799875,0,-13.2298475
-0.799875,-0.0433333,-13.2277654
-0.799875,-0.0866667,-13.2216901
-0.799875,-0.13,-13.2120805
-0.799875,-0.173333,-13.1995492
-0.799875,-0.216667,-13.1847225
-0.799875,-0.26,-13.168146
-0.755437,-0.0433333,-13.2783227
-0.755437,-0.0866667,-13.2708747
-0.755438,-0.13,-13.2592345
-0.755438,-0.173333,-13.2442911
-0.755438,-0.216667,-13.2269099
-0.755437,-0.26,-13.2077913
-0.711,-0.0433333,-13.3309615
-0.711,-0.0866667,-13.322038
-0.711,-0.13,-13.3082017
-0.711,-0.173333,-13.2906301
-0.711,-0.216667,-13.2704485
-0.711,-0.26,-13.2485401
-0.666563,-0.0433333,-13.3857401
-0.666563,-0.0866667,-13.3751822
-0.666563,-0.13,-13.3589155
-0.666563,-0.173333,-13.3384407
-0.666562,-0.216667,-13.3151737
-0.666562,-0.26,-13.2902025
-0.622125,-0.0433333,-13.4425346
-0.622125,-0.0866667,-13.4301588
-0.622125,-0.13,-13.4111974
-0.622125,-0.173333,-13.3875176
-0.622125,-0.216667,-13.3608628
-0.622125,-0.26,-13.3325489
-0.577688,-0.0433333,-13.5011036
-0.577688,-0.0866667,-13.4867139
-0.577687,-0.13,-13.4647788
-0.577688,-0.173333,-13.4375812
-0.577688,-0.216667,-13.4072327
-0.577687,-0.26,-13.3753003
-0.53325,-0.0433333,-13.5610575
-0.53325,-0.0866667,-13.5444596
-0.53325,-0.13,-13.5192767
-0.53325,-0.173333,-13.4882584
-0.53325,-0.216667,-13.4539252
-0.53325,-0.26,-13.4181189
-0.488813,-0.0433333,-13.6218545
-0.488813,-0.0866667,-13.6028689
-0.488813,-0.13,-13.5741877
-0.488812,-0.173333,-13.5390764
-0.488813,-0.216667,-13.5005031
-0.488813,-0.26,-13.4606044
-0.444375,-0.0433333,-13.6827957
-0.444375,-0.0866667,-13.6612719
-0.444375,-0.13,-13.6288855
-0.444375,-0.173333,-13.5894616
-0.444375,-0.216667,-13.5464487
-0.444375,-0.26,-13.502295
-0.399938,-0.0433333,-13.7430294
-0.399938,-0.0866667,-13.7188603
-0.399938,-0.13,-13.6826258
-0.399938,-0.173333,-13.6387445
-0.399938,-0.216667,-13.5911699
-0.399938,-0.26,-13.5426727
-0.3555,-0.0433333,-13.8015654
-0.3555,-0.0866667,-13.7747014
-0.3555,-0.13,-13.7345593
-0.3555,-0.173333,-13.686172
-0.3555,-0.216667,-13.634011
-0.3555,-0.26,-13.5811727
-0.311062,-0.0433333,-13.8573005
-0.311062,-0.0866667,-13.8277623
-0.311062,-0.13,-13.7837542
-0.311062,-0.173333,-13.7309273
-0.311062,-0.216667,-13.6742699
-0.311063,-0.26,-13.6171987
-0.266625,-0.0433333,-13.9090557
-0.266625,-0.0866667,-13.8769447
-0.266625,-0.13,-13.8292275
-0.266625,-0.173333,-13.7721571
-0.266625,-0.216667,-13.7112208
-0.266625,-0.26,-13.6501411
-0.222188,-0.0433333,-13.9556254
-0.222187,-0.0866667,-13.9211304
-0.222187,-0.13,-13.8699848
-0.222187,-0.173333,-13.809005
-0.222187,-0.216667,-13.7441423
-0.222188,-0.26,-13.6793994
-0.17775,-0.0433333,-13.9958348
-0.17775,-0.0866667,-13.9592338
-0.17775,-0.13,-13.905066
-0.17775,-0.173333,-13.84065
-0.17775,-0.216667,-13.7723475
-0.17775,-0.26,-13.704407
-0.133312,-0.0433333,-14.0286031
-0.133313,-0.0866667,-13.9902591
-0.133312,-0.13,-13.9335947
-0.133313,-0.173333,-13.8663468
-0.133313,-0.216667,-13.7952171
-0.133313,-0.26,-13.724656
-0.088875,-0.0433333,-14.0530067
-0.088875,-0.0866667,-14.0133578
-0.088875,-0.13,-13.9548268
-0.088875,-0.173333,-13.8854653
-0.088875,-0.216667,-13.81223
-0.088875,-0.26,-13.7397213
-0.0444375,-0.0433333,-14.068338
-0.0444375,-0.0866667,-14.0278807
-0.0444375,-0.13,-13.9681945
-0.0444375,-0.173333,-13.8975266
-0.0444375,-0.216667,-13.8229916
-0.0444375,-0.26,-13.7492826
