X Coodinate [mm],Z Coodinate [mm],Height [nm]
-1.01590741,-0.086666667,-52.3689481
-1.01590741,-0.13,-52.3183546
-1.01590741,-0.173333333,-52.255037
-1.01590741,-0.216666667,-52.1836397
-1.01590741,-0.26,-52.107491
-0.943342593,-0.043333333,-52.6870456
-0.943342593,-0.086666667,-52.6477296
-0.943342593,-0.13,-52.5877296
-0.943342593,-0.173333333,-52.5131411
-0.943342593,-0.216666667,-52.4293742
-0.943342593,-0.26,-52.3407423
-0.870777778,-0.043333333,-52.9810397
-0.870777778,-0.086666667,-52.934582
-0.870777778,-0.13,-52.863944
-0.870777778,-0.173333333,-52.7766812
-0.870777778,-0.216666667,-52.6795916
-0.870777778,-0.26,-52.5774186
-0.798212963,-0.043333333,-53.2810914
-0.798212963,-0.086666667,-53.2268375
-0.798212963,-0.13,-53.1446746
-0.798212963,-0.173333333,-53.0435047
-0.798212963,-0.216666667,-52.9317071
-0.798212963,-0.26,-52.8151194
-0.725648148,-0.043333333,-53.5840179
-0.725648148,-0.086666667,-53.521258
-0.725648148,-0.13,-53.4264854
-0.725648148,-0.173333333,-53.3105945
-0.725648148,-0.216666667,-53.1830686
-0.725648148,-0.26,-53.0509817
-0.653083333,-0.043333333,-53.8854502
-0.653083333,-0.086666667,-53.8136614
-0.653083333,-0.13,-53.7056895
-0.653083333,-0.173333333,-53.5740887
-0.653083333,-0.216666667,-53.4303012
-0.653083333,-0.26,-53.2820493
-0.580518519,-0.043333333,-54.1800633
-0.580518519,-0.086666667,-54.0992359
-0.580518519,-0.13,-53.9775399
-0.580518519,-0.173333333,-53.8299301
-0.580518519,-0.216666667,-53.6693354
-0.580518519,-0.26,-53.5048184
-0.507953704,-0.043333333,-54.4616694
-0.507953704,-0.086666667,-54.3718682
-0.507953704,-0.13,-54.2369616
-0.507953704,-0.173333333,-54.07331
-0.507953704,-0.216666667,-53.8960304
-0.507953704,-0.26,-53.7153538
-0.435388889,-0.043333333,-54.7238608
-0.435388889,-0.086666667,-54.6256302
-0.435388889,-0.13,-54.4780244
-0.435388889,-0.173333333,-54.2991695
-0.435388889,-0.216666667,-54.1058818
-0.435388889,-0.26,-53.9096114
-0.362824074,-0.043333333,-54.9596409
-0.362824074,-0.086666667,-54.8541421
-0.362824074,-0.13,-54.6949999
-0.362824074,-0.173333333,-54.5023851
-0.362824074,-0.216666667,-54.294274
-0.362824074,-0.26,-54.0836284
-0.290259259,-0.043333333,-55.1634535
-0.290259259,-0.086666667,-55.0512556
-0.290259259,-0.13,-54.8825631
-0.290259259,-0.173333333,-54.6777939
-0.290259259,-0.216666667,-54.4567758
-0.290259259,-0.26,-54.2335282
-0.217694444,-0.043333333,-55.329419
-0.217694444,-0.086666667,-55.2121523
-0.217694444,-0.13,-55.035488
-0.217694444,-0.173333333,-54.8209121
-0.217694444,-0.216666667,-54.5894061
-0.217694444,-0.26,-54.355783
-0.14512963,-0.043333333,-55.4533609
-0.14512963,-0.086666667,-55.3323496
-0.14512963,-0.13,-55.1497977
-0.14512963,-0.173333333,-54.928049
-0.14512963,-0.216666667,-54.6888063
-0.14512963,-0.26,-54.4474057
-0.072564815,-0.043333333,-55.5320005
-0.072564815,-0.086666667,-55.4086381
-0.072564815,-0.13,-55.222443
-0.072564815,-0.173333333,-54.9963465
-0.072564815,-0.216666667,-54.7523332
-0.072564815,-0.26,-54.5061726
