
 LIST ALL SELECTED NODES.   DSYS=      0

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 19.2     19.2     ***
 ANSYS Mechanical Pro                              
 00203112  VERSION=WINDOWS x64   10:47:11  SEP 15, 2021 CP=    162.359

 HHLM Xtal: P=50.1 W, Tf=80 K, W_FWHM=0.662, L_FWHM=17.73 mm, n_FWHM=3         



   NODE        X                   Y                   Z
        1   -26.5950000000         0.00000000000        -1.98535176053     
       20    0.00000000000         0.00000000000        -1.98535176053     
       21  -0.184687500000         0.00000000000        -1.98535176053     
       22  -0.369375000000         0.00000000000        -1.98535176053     
       23  -0.554062500000         0.00000000000        -1.98535176053     
       24  -0.738750000000         0.00000000000        -1.98535176053     
       25  -0.923437500000         0.00000000000        -1.98535176053     
       26   -1.10812500000         0.00000000000        -1.98535176053     
       27   -1.29281250000         0.00000000000        -1.98535176053     
       28   -1.47750000000         0.00000000000        -1.98535176053     
       29   -1.66218750000         0.00000000000        -1.98535176053     
       30   -1.84687500000         0.00000000000        -1.98535176053     
       31   -2.03156250000         0.00000000000        -1.98535176053     
       32   -2.21625000000         0.00000000000        -1.98535176053     
       33   -2.40093750000         0.00000000000        -1.98535176053     
       34   -2.58562500000         0.00000000000        -1.98535176053     
       35   -2.77031250000         0.00000000000        -1.98535176053     
       36   -2.95500000000         0.00000000000        -1.98535176053     
       37   -3.13968750000         0.00000000000        -1.98535176053     
       38   -3.32437500000         0.00000000000        -1.98535176053     
       39   -3.50906250000         0.00000000000        -1.98535176053     
       40   -3.69375000000         0.00000000000        -1.98535176053     
       41   -3.87843750000         0.00000000000        -1.98535176053     
       42   -4.06312500000         0.00000000000        -1.98535176053     
       43   -4.24781250000         0.00000000000        -1.98535176053     
       44   -4.43250000000         0.00000000000        -1.98535176053     
       45   -4.61718750000         0.00000000000        -1.98535176053     
       46   -4.80187500000         0.00000000000        -1.98535176053     
       47   -4.98656250000         0.00000000000        -1.98535176053     
       48   -5.17125000000         0.00000000000        -1.98535176053     
       49   -5.35593750000         0.00000000000        -1.98535176053     
       50   -5.54062500000         0.00000000000        -1.98535176053     
       51   -5.72531250000         0.00000000000        -1.98535176053     
       52   -5.91000000000         0.00000000000        -1.98535176053     
       53   -6.09468750000         0.00000000000        -1.98535176053     
       54   -6.27937500000         0.00000000000        -1.98535176053     
       55   -6.46406250000         0.00000000000        -1.98535176053     
       56   -6.64875000000         0.00000000000        -1.98535176053     
       57   -6.83343750000         0.00000000000        -1.98535176053     
       58   -7.01812500000         0.00000000000        -1.98535176053     
       59   -7.20281250000         0.00000000000        -1.98535176053     
       60   -7.38750000000         0.00000000000        -1.98535176053     
       61   -7.57218750000         0.00000000000        -1.98535176053     
       62   -7.75687500000         0.00000000000        -1.98535176053     
       63   -7.94156250000         0.00000000000        -1.98535176053     
       64   -8.12625000000         0.00000000000        -1.98535176053     
       65   -8.31093750000         0.00000000000        -1.98535176053     
       66   -8.49562500000         0.00000000000        -1.98535176053     
       67   -8.68031250000         0.00000000000        -1.98535176053     
       68   -8.86500000000         0.00000000000        -1.98535176053     
       69   -9.04968750000         0.00000000000        -1.98535176053     
       70   -9.23437500000         0.00000000000        -1.98535176053     
       71   -9.41906250000         0.00000000000        -1.98535176053     
       72   -9.60375000000         0.00000000000        -1.98535176053     
       73   -9.78843750000         0.00000000000        -1.98535176053     
       74   -9.97312500000         0.00000000000        -1.98535176053     
       75   -10.1578125000         0.00000000000        -1.98535176053     
       76   -10.3425000000         0.00000000000        -1.98535176053     
       77   -10.5271875000         0.00000000000        -1.98535176053     
       78   -10.7118750000         0.00000000000        -1.98535176053     
       79   -10.8965625000         0.00000000000        -1.98535176053     
       80   -11.0812500000         0.00000000000        -1.98535176053     
       81   -11.2659375000         0.00000000000        -1.98535176053     
       82   -11.4506250000         0.00000000000        -1.98535176053     
       83   -11.6353125000         0.00000000000        -1.98535176053     
       84   -11.8200000000         0.00000000000        -1.98535176053     
       85   -12.0046875000         0.00000000000        -1.98535176053     
       86   -12.1893750000         0.00000000000        -1.98535176053     
       87   -12.3740625000         0.00000000000        -1.98535176053     
       88   -12.5587500000         0.00000000000        -1.98535176053     
       89   -12.7434375000         0.00000000000        -1.98535176053     
       90   -12.9281250000         0.00000000000        -1.98535176053     
       91   -13.1128125000         0.00000000000        -1.98535176053     
       92   -13.2975000000         0.00000000000        -1.98535176053     
       93   -13.4821875000         0.00000000000        -1.98535176053     
       94   -13.6668750000         0.00000000000        -1.98535176053     
       95   -13.8515625000         0.00000000000        -1.98535176053     
       96   -14.0362500000         0.00000000000        -1.98535176053     
       97   -14.2209375000         0.00000000000        -1.98535176053     
       98   -14.4056250000         0.00000000000        -1.98535176053     
       99   -14.5903125000         0.00000000000        -1.98535176053     
      100   -14.7750000000         0.00000000000        -1.98535176053     
      101   -14.9596875000         0.00000000000        -1.98535176053     
      102   -15.1443750000         0.00000000000        -1.98535176053     
      103   -15.3290625000         0.00000000000        -1.98535176053     
      104   -15.5137500000         0.00000000000        -1.98535176053     
      105   -15.6984375000         0.00000000000        -1.98535176053     
      106   -15.8831250000         0.00000000000        -1.98535176053     
      107   -16.0678125000         0.00000000000        -1.98535176053     
      108   -16.2525000000         0.00000000000        -1.98535176053     
      109   -16.4371875000         0.00000000000        -1.98535176053     
      110   -16.6218750000         0.00000000000        -1.98535176053     
      111   -16.8065625000         0.00000000000        -1.98535176053     
      112   -16.9912500000         0.00000000000        -1.98535176053     
      113   -17.1759375000         0.00000000000        -1.98535176053     
      114   -17.3606250000         0.00000000000        -1.98535176053     
      115   -17.5453125000         0.00000000000        -1.98535176053     
      116   -17.7300000000         0.00000000000        -1.98535176053     
      117   -17.9146875000         0.00000000000        -1.98535176053     
      118   -18.0993750000         0.00000000000        -1.98535176053     
      119   -18.2840625000         0.00000000000        -1.98535176053     
      120   -18.4687500000         0.00000000000        -1.98535176053     
      121   -18.6534375000         0.00000000000        -1.98535176053     
      122   -18.8381250000         0.00000000000        -1.98535176053     
      123   -19.0228125000         0.00000000000        -1.98535176053     
      124   -19.2075000000         0.00000000000        -1.98535176053     
      125   -19.3921875000         0.00000000000        -1.98535176053     
      126   -19.5768750000         0.00000000000        -1.98535176053     
      127   -19.7615625000         0.00000000000        -1.98535176053     
      128   -19.9462500000         0.00000000000        -1.98535176053     
      129   -20.1309375000         0.00000000000        -1.98535176053     
      130   -20.3156250000         0.00000000000        -1.98535176053     
      131   -20.5003125000         0.00000000000        -1.98535176053     
      132   -20.6850000000         0.00000000000        -1.98535176053     
      133   -20.8696875000         0.00000000000        -1.98535176053     
      134   -21.0543750000         0.00000000000        -1.98535176053     
      135   -21.2390625000         0.00000000000        -1.98535176053     
      136   -21.4237500000         0.00000000000        -1.98535176053     
      137   -21.6084375000         0.00000000000        -1.98535176053     
      138   -21.7931250000         0.00000000000        -1.98535176053     
      139   -21.9778125000         0.00000000000        -1.98535176053     
      140   -22.1625000000         0.00000000000        -1.98535176053     
      141   -22.3471875000         0.00000000000        -1.98535176053     
      142   -22.5318750000         0.00000000000        -1.98535176053     
      143   -22.7165625000         0.00000000000        -1.98535176053     
      144   -22.9012500000         0.00000000000        -1.98535176053     
      145   -23.0859375000         0.00000000000        -1.98535176053     
      146   -23.2706250000         0.00000000000        -1.98535176053     
      147   -23.4553125000         0.00000000000        -1.98535176053     
      148   -23.6400000000         0.00000000000        -1.98535176053     
      149   -23.8246875000         0.00000000000        -1.98535176053     
      150   -24.0093750000         0.00000000000        -1.98535176053     
      151   -24.1940625000         0.00000000000        -1.98535176053     
      152   -24.3787500000         0.00000000000        -1.98535176053     
      153   -24.5634375000         0.00000000000        -1.98535176053     
      154   -24.7481250000         0.00000000000        -1.98535176053     
      155   -24.9328125000         0.00000000000        -1.98535176053     
      156   -25.1175000000         0.00000000000        -1.98535176053     
      157   -25.3021875000         0.00000000000        -1.98535176053     
      158   -25.4868750000         0.00000000000        -1.98535176053     
      159   -25.6715625000         0.00000000000        -1.98535176053     
      160   -25.8562500000         0.00000000000        -1.98535176053     
      161   -26.0409375000         0.00000000000        -1.98535176053     
      162   -26.2256250000         0.00000000000        -1.98535176053     
      163   -26.4103125000         0.00000000000        -1.98535176053     
