
 LIST ALL SELECTED NODES.   DSYS=      0

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE Release 19.2     19.2     ***
 ANSYS Mechanical Pro                              
 00203112  VERSION=WINDOWS x64   11:04:19  SEP 15, 2021 CP=   2101.484

 HHLM Xtal: P=2.9E-02 W, Tf=80 K, W_FWHM=0.662, L_FWHM=17.73 mm, n_FWHM=6      



   NODE        X                   Y                   Z
        1   -53.1900000000         0.00000000000        -1.98535176053     
       38    0.00000000000         0.00000000000        -1.98535176053     
       39  -0.147750000000         0.00000000000        -1.98535176053     
       40  -0.295500000000         0.00000000000        -1.98535176053     
       41  -0.443250000000         0.00000000000        -1.98535176053     
       42  -0.591000000000         0.00000000000        -1.98535176053     
       43  -0.738750000000         0.00000000000        -1.98535176053     
       44  -0.886500000000         0.00000000000        -1.98535176053     
       45   -1.03425000000         0.00000000000        -1.98535176053     
       46   -1.18200000000         0.00000000000        -1.98535176053     
       47   -1.32975000000         0.00000000000        -1.98535176053     
       48   -1.47750000000         0.00000000000        -1.98535176053     
       49   -1.62525000000         0.00000000000        -1.98535176053     
       50   -1.77300000000         0.00000000000        -1.98535176053     
       51   -1.92075000000         0.00000000000        -1.98535176053     
       52   -2.06850000000         0.00000000000        -1.98535176053     
       53   -2.21625000000         0.00000000000        -1.98535176053     
       54   -2.36400000000         0.00000000000        -1.98535176053     
       55   -2.51175000000         0.00000000000        -1.98535176053     
       56   -2.65950000000         0.00000000000        -1.98535176053     
       57   -2.80725000000         0.00000000000        -1.98535176053     
       58   -2.95500000000         0.00000000000        -1.98535176053     
       59   -3.10275000000         0.00000000000        -1.98535176053     
       60   -3.25050000000         0.00000000000        -1.98535176053     
       61   -3.39825000000         0.00000000000        -1.98535176053     
       62   -3.54600000000         0.00000000000        -1.98535176053     
       63   -3.69375000000         0.00000000000        -1.98535176053     
       64   -3.84150000000         0.00000000000        -1.98535176053     
       65   -3.98925000000         0.00000000000        -1.98535176053     
       66   -4.13700000000         0.00000000000        -1.98535176053     
       67   -4.28475000000         0.00000000000        -1.98535176053     
       68   -4.43250000000         0.00000000000        -1.98535176053     
       69   -4.58025000000         0.00000000000        -1.98535176053     
       70   -4.72800000000         0.00000000000        -1.98535176053     
       71   -4.87575000000         0.00000000000        -1.98535176053     
       72   -5.02350000000         0.00000000000        -1.98535176053     
       73   -5.17125000000         0.00000000000        -1.98535176053     
       74   -5.31900000000         0.00000000000        -1.98535176053     
       75   -5.46675000000         0.00000000000        -1.98535176053     
       76   -5.61450000000         0.00000000000        -1.98535176053     
       77   -5.76225000000         0.00000000000        -1.98535176053     
       78   -5.91000000000         0.00000000000        -1.98535176053     
       79   -6.05775000000         0.00000000000        -1.98535176053     
       80   -6.20550000000         0.00000000000        -1.98535176053     
       81   -6.35325000000         0.00000000000        -1.98535176053     
       82   -6.50100000000         0.00000000000        -1.98535176053     
       83   -6.64875000000         0.00000000000        -1.98535176053     
       84   -6.79650000000         0.00000000000        -1.98535176053     
       85   -6.94425000000         0.00000000000        -1.98535176053     
       86   -7.09200000000         0.00000000000        -1.98535176053     
       87   -7.23975000000         0.00000000000        -1.98535176053     
       88   -7.38750000000         0.00000000000        -1.98535176053     
       89   -7.53525000000         0.00000000000        -1.98535176053     
       90   -7.68300000000         0.00000000000        -1.98535176053     
       91   -7.83075000000         0.00000000000        -1.98535176053     
       92   -7.97850000000         0.00000000000        -1.98535176053     
       93   -8.12625000000         0.00000000000        -1.98535176053     
       94   -8.27400000000         0.00000000000        -1.98535176053     
       95   -8.42175000000         0.00000000000        -1.98535176053     
       96   -8.56950000000         0.00000000000        -1.98535176053     
       97   -8.71725000000         0.00000000000        -1.98535176053     
       98   -8.86500000000         0.00000000000        -1.98535176053     
       99   -9.01275000000         0.00000000000        -1.98535176053     
      100   -9.16050000000         0.00000000000        -1.98535176053     
      101   -9.30825000000         0.00000000000        -1.98535176053     
      102   -9.45600000000         0.00000000000        -1.98535176053     
      103   -9.60375000000         0.00000000000        -1.98535176053     
      104   -9.75150000000         0.00000000000        -1.98535176053     
      105   -9.89925000000         0.00000000000        -1.98535176053     
      106   -10.0470000000         0.00000000000        -1.98535176053     
      107   -10.1947500000         0.00000000000        -1.98535176053     
      108   -10.3425000000         0.00000000000        -1.98535176053     
      109   -10.4902500000         0.00000000000        -1.98535176053     
      110   -10.6380000000         0.00000000000        -1.98535176053     
      111   -10.7857500000         0.00000000000        -1.98535176053     
      112   -10.9335000000         0.00000000000        -1.98535176053     
      113   -11.0812500000         0.00000000000        -1.98535176053     
      114   -11.2290000000         0.00000000000        -1.98535176053     
      115   -11.3767500000         0.00000000000        -1.98535176053     
      116   -11.5245000000         0.00000000000        -1.98535176053     
      117   -11.6722500000         0.00000000000        -1.98535176053     
      118   -11.8200000000         0.00000000000        -1.98535176053     
      119   -11.9677500000         0.00000000000        -1.98535176053     
      120   -12.1155000000         0.00000000000        -1.98535176053     
      121   -12.2632500000         0.00000000000        -1.98535176053     
      122   -12.4110000000         0.00000000000        -1.98535176053     
      123   -12.5587500000         0.00000000000        -1.98535176053     
      124   -12.7065000000         0.00000000000        -1.98535176053     
      125   -12.8542500000         0.00000000000        -1.98535176053     
      126   -13.0020000000         0.00000000000        -1.98535176053     
      127   -13.1497500000         0.00000000000        -1.98535176053     
      128   -13.2975000000         0.00000000000        -1.98535176053     
      129   -13.4452500000         0.00000000000        -1.98535176053     
      130   -13.5930000000         0.00000000000        -1.98535176053     
      131   -13.7407500000         0.00000000000        -1.98535176053     
