0,-0.762,-0.000132761
2.29999,-0.762,-0.000126835
2.2361,-0.762,-0.000126987
2.17221,-0.762,-0.000127142
2.10832,-0.762,-0.000127301
2.04443,-0.762,-0.000127464
1.98055,-0.762,-0.000127631
1.91666,-0.762,-0.000127802
1.85277,-0.762,-0.000127977
1.78888,-0.762,-0.000128156
1.72499,-0.762,-0.00012834
1.6611,-0.762,-0.000128528
1.59721,-0.762,-0.00012872
1.53333,-0.762,-0.000128916
1.46944,-0.762,-0.000129117
1.40555,-0.762,-0.000129321
1.34166,-0.762,-0.000129529
1.27777,-0.762,-0.000129739
1.21388,-0.762,-0.000129953
1.14999,-0.762,-0.000130168
1.08611,-0.762,-0.000130384
1.02222,-0.762,-0.000130599
0.958329,-0.762,-0.000130814
0.89444,-0.762,-0.000131026
0.830552,-0.762,-0.000131234
0.766663,-0.762,-0.000131435
0.702774,-0.762,-0.000131629
0.638886,-0.762,-0.000131813
0.574997,-0.762,-0.000131986
0.511109,-0.762,-0.000132145
0.44722,-0.762,-0.00013229
0.383332,-0.762,-0.000132419
0.319443,-0.762,-0.000132528
0.255554,-0.762,-0.000132619
0.191666,-0.762,-0.000132688
0.127777,-0.762,-0.000132736
0.0638886,-0.762,-0.00013276
0,0,-0.000135836
2.29999,0,-0.000127193
2.2361,0,-0.000127367
2.17221,0,-0.000127546
2.10832,0,-0.000127732
2.04443,0,-0.000127923
1.98055,0,-0.000128122
1.91666,0,-0.000128328
1.85277,0,-0.000128543
1.78888,0,-0.000128766
1.72499,0,-0.000128999
1.6611,0,-0.000129242
1.59721,0,-0.000129496
1.53333,0,-0.000129763
1.46944,0,-0.000130044
1.40555,0,-0.000130341
1.34166,0,-0.000130657
1.27777,0,-0.000130993
1.21388,0,-0.000131352
1.14999,0,-0.000131739
1.08611,0,-0.000132149
1.02222,0,-0.000132571
0.958329,0,-0.000133005
0.89444,0,-0.000133446
0.830552,0,-0.000133886
0.766663,0,-0.000134318
0.702774,0,-0.00013473
0.638886,0,-0.00013511
0.574997,0,-0.000135441
0.511109,0,-0.000135712
0.44722,0,-0.000135909
0.383332,0,-0.000136028
0.319443,0,-0.000136073
0.255554,0,-0.000136055
0.191666,0,-0.000135996
0.127777,0,-0.000135923
0.0638886,0,-0.000135864
0,-0.0635,-0.000135946
0,-0.127,-0.000136156
0,-0.1905,-0.000136257
0,-0.254,-0.000136144
0,-0.3175,-0.000135843
0,-0.381,-0.000135427
0,-0.4445,-0.000134966
0,-0.508,-0.000134499
0,-0.5715,-0.00013404
0,-0.635,-0.000133596
0,-0.6985,-0.000133169
0.0638886,-0.0635,-0.000135968
0.0638886,-0.127,-0.000136168
0.0638886,-0.1905,-0.000136258
0.0638886,-0.254,-0.000136138
0.0638886,-0.3175,-0.000135834
