0,0,-0.0000478
0.8,0,-0.000044
0.755,0,-0.0000442
0.711,0,-0.0000445
0.667,0,-0.0000447
0.622,0,-0.000045
0.578,0,-0.0000453
0.533,0,-0.0000456
0.489,0,-0.0000458
0.444,0,-0.0000461
0.4,0,-0.0000464
0.356,0,-0.0000467
0.311,0,-0.0000469
0.267,0,-0.0000471
0.222,0,-0.0000473
0.178,0,-0.0000475
0.133,0,-0.0000476
0.0889,0,-0.0000477
0.0444,0,-0.0000478
0,-0.0433,-0.0000477
0,-0.0867,-0.0000476
0,-0.13,-0.0000473
0,-0.173,-0.000047
0,-0.217,-0.0000467
0,-0.26,-0.0000463
0.0444,-0.0433,-0.0000477
0.0444,-0.0867,-0.0000476
0.0444,-0.13,-0.0000473
0.0444,-0.173,-0.000047
0.0444,-0.217,-0.0000467
0.0444,-0.26,-0.0000463
0.0889,-0.0433,-0.0000477
0.0889,-0.0867,-0.0000475
0.0889,-0.13,-0.0000473
0.0889,-0.173,-0.000047
0.0889,-0.217,-0.0000466
0.0889,-0.26,-0.0000463
0.133,-0.0433,-0.0000476
0.133,-0.0867,-0.0000474
0.133,-0.13,-0.0000472
0.133,-0.173,-0.0000469
0.133,-0.217,-0.0000465
0.133,-0.26,-0.0000462
0.178,-0.0433,-0.0000474
0.178,-0.0867,-0.0000473
0.178,-0.13,-0.0000471
0.178,-0.173,-0.0000468
0.178,-0.217,-0.0000465
0.178,-0.26,-0.0000461
0.222,-0.0433,-0.0000473
0.222,-0.0867,-0.0000471
0.222,-0.13,-0.0000469
0.222,-0.173,-0.0000466
0.222,-0.217,-0.0000463
0.222,-0.26,-0.000046
0.267,-0.0433,-0.0000471
0.267,-0.0867,-0.0000469
0.267,-0.13,-0.0000467
0.267,-0.173,-0.0000465
0.267,-0.217,-0.0000462
0.267,-0.26,-0.0000459
0.311,-0.0433,-0.0000469
0.311,-0.0867,-0.0000467
0.311,-0.13,-0.0000465
0.311,-0.173,-0.0000463
0.311,-0.217,-0.000046
0.311,-0.26,-0.0000457
0.356,-0.0433,-0.0000466
0.356,-0.0867,-0.0000465
0.356,-0.13,-0.0000463
0.356,-0.173,-0.0000461
0.356,-0.217,-0.0000458
0.356,-0.26,-0.0000456
0.4,-0.0433,-0.0000464
0.4,-0.0867,-0.0000462
0.4,-0.13,-0.0000461
0.4,-0.173,-0.0000459
0.4,-0.217,-0.0000456
0.4,-0.26,-0.0000454
0.444,-0.0433,-0.0000461
0.444,-0.0867,-0.000046
0.444,-0.13,-0.0000458
0.444,-0.173,-0.0000456
0.444,-0.217,-0.0000454
0.444,-0.26,-0.0000452
0.489,-0.0433,-0.0000458
0.489,-0.0867,-0.0000457
0.489,-0.13,-0.0000456
0.489,-0.173,-0.0000454
0.489,-0.217,-0.0000452
0.489,-0.26,-0.000045
0.533,-0.0433,-0.0000455
0.533,-0.0867,-0.0000454
0.533,-0.13,-0.0000453
0.533,-0.173,-0.0000452
0.533,-0.217,-0.000045
0.533,-0.26,-0.0000448
0.578,-0.0433,-0.0000453
0.578,-0.0867,-0.0000452
0.578,-0.13,-0.0000451
0.578,-0.173,-0.0000449
0.578,-0.217,-0.0000448
0.578,-0.26,-0.0000447
0.622,-0.0433,-0.000045
0.622,-0.0867,-0.0000449
0.622,-0.13,-0.0000448
0.622,-0.173,-0.0000447
0.622,-0.217,-0.0000446
0.622,-0.26,-0.0000445
0.667,-0.0433,-0.0000447
0.667,-0.0867,-0.0000447
0.667,-0.13,-0.0000446
0.667,-0.173,-0.0000445
0.667,-0.217,-0.0000444
0.667,-0.26,-0.0000443
0.711,-0.0433,-0.0000445
0.711,-0.0867,-0.0000444
0.711,-0.13,-0.0000444
0.711,-0.173,-0.0000443
0.711,-0.217,-0.0000442
0.711,-0.26,-0.0000441
0.755,-0.0433,-0.0000442
0.755,-0.0867,-0.0000442
0.755,-0.13,-0.0000441
0.755,-0.173,-0.0000441
0.755,-0.217,-0.000044
0.755,-0.26,-0.0000439
0.8,-0.0433,-0.000044
0.8,-0.0867,-0.000044
0.8,-0.13,-0.0000439
